-87.67289245,42.01906322
-87.67232427,42.01859536
-87.67177458,42.01814272
-87.67142086,42.01785004
-87.67078724,42.01732575
-87.6703651,42.01697644
-87.66988213,42.0165768
-87.66909211,42.01587618
-87.66769221,42.01466296
-87.66718331,42.0142149
-87.6668905,42.01388178
-87.66663474,42.01354887
-87.66629817,42.01297382
-87.66612624,42.01259306
-87.66605557,42.01226813
-87.66601382,42.01183289
-87.66597127,42.0105898
-87.66590909,42.00836182
-87.6658316,42.00686606
-87.66576971,42.00618445
-87.66571247,42.00585967
-87.6655256,42.00524967
-87.66527119,42.00466526
-87.6649991,42.00414785
-87.66476825,42.00381535
-87.66447543,42.00348006
-87.66404229,42.00308129
-87.6634618,42.00263791
-87.66343068,42.00261784
-87.66288053,42.00226521
-87.66224922,42.00186888
-87.66165748,42.00152497
-87.66142024,42.00136677
-87.6610607,42.00107336
-87.66082777,42.00089935
-87.66067007,42.00075584
-87.6604919,42.00058923
-87.66035169,42.00043663
-87.66021157,42.00027483
-87.66004709,42.0000853
-87.65989503,41.99988663
-87.65977997,41.99968818
-87.65964699,41.99943444
-87.65955679,41.99921774
-87.65947896,41.99899652
-87.65942551,41.99880303
-87.65935478,41.99849446
-87.65930832,41.99822283
-87.65926768,41.99798342
-87.65926651,41.99750968
-87.65925719,41.99722447
-87.65921122,41.99632273
-87.65918917,41.99549012
-87.65918313,41.99463461
-87.65920228,41.99366426
-87.65913049,41.99235303
-87.65908078,41.99083188
-87.65907586,41.99025949
-87.65901441,41.98881187
-87.65898335,41.98760155
-87.65887359,41.98450197
-87.65884028,41.98350423
-87.65879205,41.98184409
-87.65875047,41.98059282
-87.65871639,41.97966866
-87.65866842,41.97798399
-87.65858793,41.97522799
-87.65852996,41.97345332
-87.65848822,41.97117997
-87.65849296,41.96913894
-87.65846557,41.96837614
-87.65842209,41.96745896
-87.65838428,41.9668815
-87.65835859,41.96669002
-87.65831898,41.96650363
-87.65819034,41.96621846
-87.65802133,41.96581929
-87.65758751,41.96427269
-87.65756347,41.96397046
-87.65699866,41.96181419
-87.65689009,41.95861071
-87.65683673,41.95692259
-87.65676903,41.95490657
-87.65673866,41.95441024
-87.65673984,41.9542995
-87.65671751,41.95416647
-87.65664761,41.95404202
-87.65656532,41.95396623
-87.65646538,41.95387704
-87.65634749,41.95380104
-87.65623502,41.95377379
-87.65606302,41.95376392
-87.65557043,41.95376544
-87.65492939,41.95377495
-87.65430649,41.95375354
-87.65407863,41.95373404
-87.65393908,41.95370264
-87.65385068,41.95364453
-87.65378606,41.95358213
-87.65373336,41.95351536
-87.65369271,41.95343096
-87.65368469,41.95332028
-87.65367159,41.95311154
-87.65362592,41.95245597
-87.65366049,41.95199547
-87.65365831,41.95108289
-87.65364564,41.95059995
-87.65363554,41.94819887
-87.65362593,41.947428
-87.65361976,41.94689194
-87.65353484,41.94538969
-87.65351486,41.944477
-87.6534747,41.94434829
-87.65342275,41.94421066
-87.65341837,41.94406445
-87.65340241,41.94389158
-87.653388,41.94357254
-87.65336257,41.9431737
-87.65337754,41.94288141
-87.65339746,41.94268218
-87.65342448,41.94237225
-87.65345392,41.94217681
-87.65344193,41.94185235
-87.65342292,41.94145685
-87.65339708,41.94083241
-87.65338299,41.93991377
-87.65338049,41.93975075
-87.65337492,41.93938762
-87.65336788,41.93892875
-87.65336361,41.93865028
-87.65332582,41.93763218
-87.65330865,41.93716958
-87.65327514,41.93626663
-87.65326645,41.9360326
-87.65323493,41.93531994
-87.65321677,41.9349102
-87.65319648,41.93445211
-87.65313731,41.93311676
-87.65313086,41.9327315
-87.65309585,41.93217697
-87.65307037,41.93151468
-87.6530468,41.93090174
-87.65302372,41.93030173
-87.65299317,41.9295075
-87.65296222,41.92870278
-87.65295478,41.92841813
-87.65293544,41.92767809
-87.6529216,41.92714879
-87.65289134,41.92599125
-87.65287507,41.92536849
-87.65286584,41.92505137
-87.6528172,41.92352232
-87.65275988,41.9217182
-87.65274114,41.92112856
-87.65264431,41.91821657
-87.65263982,41.91808172
-87.65262488,41.91763256
-87.65260981,41.91717935
-87.65254835,41.91562579
-87.65250043,41.91405947
-87.65249381,41.91326816
-87.65249098,41.91316184
-87.65248582,41.91308123
-87.65242439,41.91298749
-87.65235283,41.91293355
-87.65140702,41.91225559
-87.65069802,41.91174551
-87.64917727,41.91065458
-87.64785436,41.90970772
-87.64554535,41.90806704
-87.64068611,41.90458051
-87.63993404,41.90404078
-87.63971211,41.90391757
-87.63950553,41.90383366
-87.63925701,41.90379082
-87.63895663,41.90379051
-87.63698055,41.90382479
-87.63447013,41.9038683
-87.63141229,41.90392031
-87.62907711,41.90394525
-87.6289143,41.90393613
-87.62880245,41.903903
-87.62874488,41.90387019
-87.62869478,41.9038185
-87.6286665,41.90375613
-87.62864241,41.90364239
-87.62862013,41.90316336
-87.62834794,41.90212033
-87.62829735,41.9002617
-87.62826415,41.89913649
-87.62817635,41.89667121
-87.62812919,41.89562296
-87.62808817,41.89411885
-87.6280395,41.8923342
-87.62802126,41.8916652
-87.62799534,41.89071471
-87.62798932,41.8896486
-87.62793498,41.88783248
-87.62783085,41.88596106
-87.62783518,41.88574041
-87.62781338,41.88480887
-87.62774837,41.88321471
-87.62769646,41.88074456
-87.6275961,41.87815276
-87.62756582,41.87687452
-87.62754332,41.87592492
-87.62751165,41.87471423
-87.62747912,41.87403924
-87.62748716,41.87305724
-87.62745665,41.87189073
-87.62746905,41.87076337
-87.62745141,41.86921464
-87.62740238,41.86736767
