-87.8254958,41.9843674,title
-87.7996995,41.9824242,title
-87.8220181,41.9839524,title
-87.8134013,41.9823547,title
-87.8181110,41.9833828,title
-87.7968773,41.9824040,title
-87.8206225,41.9837246,title
-87.8272403,41.9845007,title
-87.8246895,41.9842894,title
-87.8128180,41.9823552,title
-87.8147082,41.9825400,title
-87.8191857,41.9835776,title
-87.8145334,41.9825518,title
-87.8164552,41.9829974,title
-87.8062507,41.9823763,title
-87.8122053,41.9822899,title
-87.8158088,41.9828349,title
-87.8295980,41.9845934,title
-87.7948232,41.9824630,title
-87.8232522,41.9841098,title
-87.8240945,41.9841750,title
-87.7968764,41.9824491,title
-87.7997062,41.9823842,title
-87.8067825,41.9823866,title
-87.7907556,41.9824930,title
-87.8280375,41.9844942,title
-87.8187954,41.9834671,title
-87.8009507,41.9824112,title
-87.8312207,41.9846014,title
-87.7891597,41.9825029,title
-87.8121905,41.9823315,title
-87.8021243,41.9823684,title
-87.8303504,41.9846034,title
-87.8169613,41.9831228,title
-87.8126880,41.9823474,title
-87.8180959,41.9833362,title
-87.7924951,41.9824800,title
-87.8153313,41.9827183,title
-87.8105168,41.9823484,title
-87.7880753,41.9824659,title
-87.8149478,41.9826345,title
-87.8303568,41.9845607,title
-87.8167196,41.9830074,title
-87.7924489,41.9824353,title
-87.8186532,41.9834879,title
-87.8137381,41.9824331,title
-87.8167194,41.9830592,title
-87.8178110,41.9832752,title
-87.8177990,41.9833204,title
-87.8097993,41.9823624,title
-87.8220189,41.9839090,title
-87.8184100,41.9833987,title
-87.8202203,41.9836721,title
-87.8065283,41.9823813,title
-87.8196529,41.9836376,title
-87.8137566,41.9823935,title
-87.8196634,41.9836028,title
-87.7886810,41.9825069,title
-87.7400617,41.8717326,title
-87.7106677,41.8740686,title
-87.6973566,41.8753732,title
-87.7003153,41.8752000,title
-87.6959698,41.8753960,title
-87.6985341,41.8753423,title
-87.7375079,41.8722922,title
-87.6994462,41.8752811,title
-87.7397063,41.8717420,title
-87.7346177,41.8734868,title
-87.7560682,41.8714479,title
-87.7506166,41.8715041,title
-87.7443401,41.8715927,title
-87.7226628,41.8739271,title
-87.7377869,41.8721869,title
-87.7369091,41.8725570,title
-87.7405032,41.8716787,title
-87.7338285,41.8736661,title
-87.7053789,41.8744963,title
-87.6807766,41.8755487,title
-87.6856128,41.8755179,title
-87.7342141,41.8735916,title
-87.7093892,41.8740760,title
-87.7362081,41.8729048,title
-87.7265597,41.8738660,title
-87.7383996,41.8719957,title
-87.7073945,41.8742088,title
-87.6907230,41.8754588,title
-87.7389637,41.8718604,title
-87.7579072,41.8714361,title
-87.7387290,41.8719149,title
-87.7349016,41.8734060,title
-87.7011175,41.8751108,title
-87.7554649,41.8714481,title
-87.7371735,41.8724257,title
-87.7088114,41.8740874,title
-87.7326505,41.8737890,title
-87.7031322,41.8748130,title
-87.7358817,41.8730604,title
-87.7498010,41.8715153,title
-87.7161905,41.8739974,title
-87.7584925,41.8714116,title
-87.7195380,41.8739583,title
-87.7078868,41.8741536,title
-87.7532380,41.8714736,title
-87.7414181,41.8716563,title
-87.6865049,41.8755853,title
-87.7482396,41.8715509,title
-87.7141815,41.8740296,title
-87.7355003,41.8732116,title
-87.7323352,41.8737926,title
-87.6979467,41.8753637,title
-87.7333780,41.8737316,title
-87.7401491,41.8716967,title
